case,stat,degree,alpha,r2_value
cloud_timesteps,p05,2,0.0037449734036925936,0.9614056903147166
cloud_timesteps,p05,2,0.0044706617731700244,0.9571220893119599
cloud_timesteps,p05,2,0.005336971597816022,0.9517149869185638
cloud_timesteps,p05,2,0.006371152030966143,0.9449242401259994
cloud_timesteps,p05,2,0.0076057324753788695,0.9364125011785784
cloud_timesteps,p05,2,0.009079545772236217,0.9258233609425364
cloud_timesteps,p05,2,0.010838949660272662,0.9128257526832163
cloud_timesteps,p05,2,0.012939284925152129,0.896993284604351
cloud_timesteps,p05,2,0.01544661610413434,0.882460158975302
cloud_timesteps,p05,2,0.018439809498645623,0.8733566977919606
cloud_timesteps,p05,2,0.022013013857147146,0.8709679187947632
cloud_timesteps,p05,2,0.026278621756398474,0.8680982157562427
cloud_timesteps,p05,2,0.03137080482923729,0.864648420520863
cloud_timesteps,p05,2,0.03744973403692594,0.860498672862364
cloud_timesteps,p05,2,0.04470661773170027,0.8555044163183021
cloud_timesteps,p05,2,0.05336971597816022,0.8494919597816702
cloud_timesteps,p05,2,0.0637115203096614,0.842207966478594
cloud_timesteps,p05,2,0.0760573247537887,0.8333349033675769
cloud_timesteps,p05,2,0.09079545772236218,0.8226748252401642
cloud_timesteps,p05,2,0.10838949660272666,0.8098922666203817
cloud_timesteps,p05,2,0.12939284925152128,0.7946090950251877
cloud_timesteps,p05,2,0.15446616104134347,0.7764106828082206
cloud_timesteps,p05,2,0.18439809498645623,0.7548581948216015
cloud_timesteps,p05,2,0.22013013857147148,0.7295075049294898
cloud_timesteps,p05,2,0.26278621756398485,0.6999334379553103
cloud_timesteps,p05,2,0.3137080482923729,0.6657552844029386
cloud_timesteps,p05,2,0.37449734036925936,0.626656534127316
cloud_timesteps,p05,2,0.44706617731700243,0.582133850972051
cloud_timesteps,p05,2,0.5336971597816021,0.5318343333495579
cloud_timesteps,p05,2,0.6371152030966143,0.4761134686759046
cloud_timesteps,p05,2,0.760573247537887,0.4195367044787624
cloud_timesteps,p05,3,0.000760573247537887,0.9762693365520325
cloud_timesteps,p05,3,0.0009079545772236219,0.973917665050986
cloud_timesteps,p05,3,0.0010838949660272655,0.972158355267713
cloud_timesteps,p05,3,0.0012939284925152128,0.9699303764721188
cloud_timesteps,p05,3,0.0015446616104134332,0.9678192506108576
cloud_timesteps,p05,3,0.0018439809498645623,0.9662486951836126
cloud_timesteps,p05,3,0.0022013013857147146,0.9651680591623495
cloud_timesteps,p05,3,0.002627862175639846,0.9639340425892696
cloud_timesteps,p05,3,0.003137080482923729,0.962429261748739
cloud_timesteps,p05,3,0.0037449734036925936,0.9605548780582683
cloud_timesteps,p05,3,0.0044706617731700244,0.95823685592939
cloud_timesteps,p05,3,0.005336971597816022,0.9553871920343259
cloud_timesteps,p05,3,0.006371152030966143,0.9518768831942015
cloud_timesteps,p05,3,0.0076057324753788695,0.9475345489691216
cloud_timesteps,p05,3,0.009079545772236217,0.9419356835996006
cloud_timesteps,p05,3,0.010838949660272662,0.9352399861839146
cloud_timesteps,p05,3,0.012939284925152129,0.927051376872852
cloud_timesteps,p05,3,0.01544661610413434,0.9169982493945352
cloud_timesteps,p05,3,0.018439809498645623,0.9047529179614004
cloud_timesteps,p05,3,0.022013013857147146,0.8899277273992693
cloud_timesteps,p05,3,0.026278621756398474,0.8752127229670045
cloud_timesteps,p05,3,0.03137080482923729,0.8646484551075114
cloud_timesteps,p05,3,0.03744973403692594,0.8604986933049925
cloud_timesteps,p05,3,0.04470661773170027,0.8555044031813515
cloud_timesteps,p05,3,0.05336971597816022,0.849491936438254
cloud_timesteps,p05,3,0.0637115203096614,0.8422080320194804
cloud_timesteps,p05,3,0.0760573247537887,0.8333349175312577
cloud_timesteps,p05,3,0.09079545772236218,0.8226750582883032
cloud_timesteps,p05,3,0.10838949660272666,0.8098922824854078
cloud_timesteps,p05,3,0.12939284925152128,0.7946098509835892
cloud_timesteps,p05,3,0.15446616104134347,0.7764115976795701
cloud_timesteps,p05,3,0.18439809498645623,0.7548587394940862
cloud_timesteps,p05,3,0.22013013857147148,0.7295082913774159
cloud_timesteps,p05,3,0.26278621756398485,0.6999350378029479
